1,1.97744,6.37428,21.2872,6.37428
1,1.95302,6.17744,21.2007,6.17744
1,1.73587,5.25728,17.6403,5.25728
1,1.67747,5.56616,19.0065,5.56616
1,1.74299,5.55077,19.3652,5.55077
1,1.98523,6.30569,21.7535,6.30569
1,1.8915,5.88822,19.2952,5.88822
1,2.07239,7.76185,26.9875,7.76185
1,1.77854,5.76386,19.8232,5.76386
1,1.78587,5.31508,17.5105,5.31508
1,1.86688,5.40725,19.1059,5.40725
1,1.84538,6.14487,20.8063,6.14487
1,1.8736,5.61438,18.7937,5.61438
1,1.92403,7.0155,22.198,7.0155
1,1.89104,5.59728,19.3684,5.59728
1,1.9569,5.58926,23.7787,5.58926
1,1.9304,5.94724,19.4293,5.94724
1,1.85476,5.8645,20.1732,5.8645
1,1.7466,5.67904,20.1254,5.67904
1,1.74368,5.42826,20.1214,5.42826
1,1.91593,5.94858,19.3218,5.94858
1,1.75697,5.34798,18.4795,5.34798
1,1.88173,5.67193,17.7126,5.67193
1,1.84113,5.55646,18.2779,5.55646
1,2.01951,6.66202,23.7053,6.66202
1,1.94584,5.498,21.0977,5.498
1,1.80059,5.31774,17.9417,5.31774
1,1.93333,4.9622,18.6885,4.9622
1,1.5429,4.15383,14.2776,4.15383
1,1.70328,4.35854,15.6371,4.35854
1,1.6112,4.12933,16.2656,4.12933
1,1.91863,6.31103,19.5471,6.31103
1,1.55628,3.87811,13.4233,3.87811
1,1.69183,4.48613,15.6872,4.48613
1,2.03979,6.80344,24.7479,6.80344
1,2.20455,8.13112,28.0021,8.13112
1,1.88458,6.18527,19.8189,6.18527
1,1.97199,6.12126,22.1301,6.12126
1,1.9246,5.98865,19.4322,5.98865
1,1.98977,6.02214,22.2548,6.02214
1,1.73235,4.94109,15.6619,4.94109
1,1.82425,4.70179,16.2228,4.70179
1,1.99671,6.6844,23.1323,6.6844
1,1.6979,4.44065,15.1609,4.44065
1,1.70352,4.6869,17.0561,4.6869
1,1.58852,4.37085,15.6947,4.37085
1,1.67027,4.55066,15.995,4.55066
1,1.58893,4.23132,14.4329,4.23132
1,1.6235,4.24144,15.1474,4.24144
1,1.68944,4.71048,17.4077,4.71048
1,1.90538,5.84754,18.8233,5.84754
1,1.8176,5.71768,18.6239,5.71768
1,1.86475,5.57651,19.0587,5.57651
1,1.88169,6.02229,20.3401,6.02229
1,1.71517,4.59591,16.4039,4.59591
1,1.82358,5.49763,17.2547,5.49763
1,2.00854,7.13991,24.2331,7.13991
1,1.97163,6.36404,23.8707,6.36404
1,1.96966,6.67284,21.7969,6.67284
